nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0412599	Hiromi Iwasaki	1976	\N	actress	tt0777932,tt3079058,tt1860642,tt0098288
nm0412698	Boris Izaguirre	1965	\N	writer,actor,director	tt17005188,tt0224856,tt0358874,tt1454605
nm0413582	Helen Hunt Jackson	1830	1885	writer	tt0007248,tt0222314,tt0028158,tt0019305
nm0413921	Paul Jackson	1947	\N	producer,director,miscellaneous	tt0081946,tt0066721,tt13067588,tt0083505
nm0415834	Madan Jain	\N	\N	actor,production_manager	tt2748972,tt0080982,tt0111068,tt0104605
nm0419562	Tina Jaxa	\N	\N	actress	tt5593258,tt4353990,tt2736074,tt2785334
nm0420326	Tracey Jeffrey	\N	\N	producer,location_management,production_manager	tt0094025,tt0107438,tt4799066,tt0100050
nm0421242	Ross Jennings	1944	2016	producer,director,script_department	tt0190898,tt0224849,tt0256557,tt0110729
nm0423744	Eric Johannsen	\N	\N	editor,editorial_department,sound_department	tt0437741,tt0251497,tt1191056,tt0285335
nm0426452	Woody Johnson	\N	\N	producer,director	tt0178505,tt0138488,tt0136028,tt0179358
nm0428544	Ken Jones	1930	2014	actor,director,writer	tt0165593,tt0067418,tt0958966,tt0079738
nm0429539	Wilfried de Jong	1958	\N	actor,writer,director	tt13046614,tt5708174,tt5601234,tt2438664
nm0431031	Thomas Jouannet	1970	\N	actor,producer	tt0108835,tt0329949,tt0267129,tt2542628
nm0431582	Paddy Joyce	1923	2000	actor,soundtrack	tt0097289,tt0093431,tt0088512,tt0086665
nm0433543	Martti-Mikael Järvinen	1953	\N	actor,music_department,composer	tt0094513,tt0138729,tt0121788,tt1340593
nm0435664	Edd Kalehoff	1945	\N	soundtrack,composer,music_department	tt1490017,tt0271894,tt0112642,tt0068588
nm0436164	Laeta Kalogridis	1965	\N	writer,producer,script_department	tt1340138,tt0346491,tt0437086,tt1130884
nm0436303	Raghuramaiah Kalyanam	1915	1968	actor	tt0246232,tt0280860,tt0246217,tt0281040
nm0436435	Along Kamaruddin	\N	\N	director,actor	tt12275178,tt9828388,tt0271292,tt0275652
nm0436776	Akira Kamiya	1946	\N	actor,music_department	tt0091211,tt0142371,tt0110008,tt0131179
nm0437498	Tomoko Konparu	1956	\N	writer,composer,miscellaneous	tt0090244,tt0131160,tt0081954,tt0414813
nm0438250	Henry Kaplan	1926	2005	director,producer,actor	tt0441950,tt0202206,tt0065272,tt0059978
nm0439112	Géza Kardos	1888	1955	actor	tt0242723,tt0242717,tt1177965,tt0143250
nm0439312	Niki Karimi	1971	\N	actress,producer,director	tt0470612,tt2085927,tt0111072,tt0114092
nm0443286	David Kaye	1964	\N	actor,miscellaneous,soundtrack	tt9032400,tt11465278,tt0115108,tt12497014
nm0443406	Thorsten Kaye	1966	\N	actor,writer,stunts	tt2996684,tt0062595,tt0118435,tt0065272
nm0443832	Brian Keane	\N	\N	composer,music_department,soundtrack	tt0455782,tt0425299,tt2006374,tt0266987
nm0444580	Diane Keen	1946	\N	actress,writer,producer	tt0202732,tt0076788,tt0166458,tt4286574
nm0445173	Keisha	1966	\N	actress,soundtrack	tt0181334,tt0190751,tt0137643,tt0453453
nm0445320	Zully Keith	\N	\N	actress	tt0283282,tt0996011,tt1230187,tt0077195
nm0446334	Deveney Kelly	1952	\N	director,producer,assistant_director	tt0092325,tt0086787,tt0069658,tt0058796
nm0446607	Lorraine Kelly	1959	\N	actress,soundtrack	tt6667360,tt0098882,tt0281491,tt0053494
nm0449417	Mark Kermode	1963	\N	podcaster,writer,music_department	tt6883152,tt0104155,tt0445114
nm0450987	Aleksandr Khachatryan	1947	\N	actor,producer	tt9600900,tt19637482,tt2241047,tt13650572
nm0451425	Kulbhushan Kharbanda	1944	\N	actor,soundtrack	tt3390572,tt0242519,tt0081491,tt0169102
nm0451802	Janet Khoo	1972	\N	actress	tt0334075,tt0271292,tt0292202,tt0121507
nm0452576	Ford Kiernan	1962	\N	actor,writer,producer	tt0217505,tt1924394,tt1830332,tt0281491
nm0452853	Shunsuke Kikuchi	1931	2021	composer,soundtrack,music_department	tt0378194,tt7737528,tt0323917,tt0266697
nm0453091	Jon Kilik	1956	\N	producer,assistant_director,production_manager	tt0401383,tt1392170,tt1100089,tt9777644
nm0453373	Bo-yeon Kim	1956	\N	actress,producer	tt0103156,tt0475616,tt1535472,tt0331373
nm0453994	Jimmy Kimmel	1967	\N	writer,producer,soundtrack	tt0118515,tt0202741,tt0318959,tt0320037
